id_cel,label,area,compacidade,excentricidade
5283,Negative for intraepithelial lesion,21591,0.0325,1.91
5284,Negative for intraepithelial lesion,16607,0.0287,1.93
5290,Negative for intraepithelial lesion,499,0.0743,0.47
5291,Negative for intraepithelial lesion,291,0.0635,1.93
5292,Negative for intraepithelial lesion,1970,0.0244,2.16
5293,Negative for intraepithelial lesion,378,0.0676,1.46
5294,Negative for intraepithelial lesion,620,0.0616,1.81
5295,Negative for intraepithelial lesion,1540,0.0635,0.96
5296,Negative for intraepithelial lesion,946,0.0699,1.2
530,Negative for intraepithelial lesion,588,0.0746,0.62
5304,Negative for intraepithelial lesion,327,0.0733,0.56
5305,Negative for intraepithelial lesion,621,0.074,0.77
5306,Negative for intraepithelial lesion,633,0.0629,1.68
5307,Negative for intraepithelial lesion,20663,0.0346,2.04
531,Negative for intraepithelial lesion,383,0.0652,1.09
5311,Negative for intraepithelial lesion,444,0.0697,0.69
5312,Negative for intraepithelial lesion,571,0.0726,0.65
5313,Negative for intraepithelial lesion,385,0.0727,1.19
5314,Negative for intraepithelial lesion,593,0.0712,0.84
5315,Negative for intraepithelial lesion,262,0.0787,0.42
5316,Negative for intraepithelial lesion,1066,0.0454,0.24
532,Negative for intraepithelial lesion,268,0.0758,0.68
5327,Negative for intraepithelial lesion,15758,0.0134,1.12
5328,Negative for intraepithelial lesion,852,0.0659,1.05
5329,Negative for intraepithelial lesion,20168,0.0057,0.54
533,Negative for intraepithelial lesion,39764,0.0575,0.98
5330,Negative for intraepithelial lesion,359,0.0663,1.02
5331,Negative for intraepithelial lesion,281,0.0705,1.34
5332,Negative for intraepithelial lesion,433,0.0673,0.61
5333,Negative for intraepithelial lesion,491,0.0523,0.62
5334,Negative for intraepithelial lesion,550,0.0746,0.36
5335,Negative for intraepithelial lesion,20337,0.025,1.17
5336,Negative for intraepithelial lesion,15911,0.0205,0.64
5337,Negative for intraepithelial lesion,23831,0.0378,0.68
5338,Negative for intraepithelial lesion,27276,0.0241,0.52
534,Negative for intraepithelial lesion,528,0.0743,0.58
5345,Negative for intraepithelial lesion,899,0.0499,1.93
535,Negative for intraepithelial lesion,547,0.0637,1.32
5368,Negative for intraepithelial lesion,16754,0.0277,3.05
5369,Negative for intraepithelial lesion,221,0.078,0.79
5370,Negative for intraepithelial lesion,493,0.0692,1.17
5371,Negative for intraepithelial lesion,288,0.0777,0.4
5372,Negative for intraepithelial lesion,22272,0.0443,1.25
5373,Negative for intraepithelial lesion,15295,0.0096,0.26
5374,Negative for intraepithelial lesion,388,0.0793,0.3
5375,Negative for intraepithelial lesion,624,0.0744,0.88
5376,Negative for intraepithelial lesion,586,0.0724,0.57
5377,Negative for intraepithelial lesion,714,0.027,0.7
5378,Negative for intraepithelial lesion,249,0.0594,2.06
5379,Negative for intraepithelial lesion,247,0.0764,0.75
5380,Negative for intraepithelial lesion,325,0.0724,1.16
5381,Negative for intraepithelial lesion,486,0.0745,0.72
5382,Negative for intraepithelial lesion,1068,0.0475,2.81
5383,Negative for intraepithelial lesion,375,0.0749,0.76
5384,Negative for intraepithelial lesion,440,0.0731,0.87
5385,Negative for intraepithelial lesion,841,0.0452,2.06
5386,Negative for intraepithelial lesion,795,0.0671,1.29
5387,Negative for intraepithelial lesion,492,0.0772,0.32
5388,Negative for intraepithelial lesion,515,0.0693,0.98
5396,Negative for intraepithelial lesion,564,0.0745,0.52
5397,Negative for intraepithelial lesion,1083,0.0471,2.69
5398,Negative for intraepithelial lesion,13774,0.0149,1.57
5399,Negative for intraepithelial lesion,5653,0.0169,1.17
5400,Negative for intraepithelial lesion,2532,0.0347,1.14
5405,Negative for intraepithelial lesion,4168,0.0402,2.11
5406,Negative for intraepithelial lesion,537,0.0544,2.15
5407,Negative for intraepithelial lesion,772,0.0677,0.99
5408,Negative for intraepithelial lesion,811,0.0673,0.67
5409,Negative for intraepithelial lesion,1797,0.0401,0.81
5415,Negative for intraepithelial lesion,4483,0.0256,2.96
5416,Negative for intraepithelial lesion,664,0.066,1.23
5417,Negative for intraepithelial lesion,6359,0.0271,0.69
542,Negative for intraepithelial lesion,1244,0.0704,1.01
5421,Negative for intraepithelial lesion,423,0.0735,0.17
5423,Negative for intraepithelial lesion,1705,0.0685,0.99
5424,Negative for intraepithelial lesion,318,0.0499,1.92
5425,Negative for intraepithelial lesion,1048,0.0633,0.89
5426,Negative for intraepithelial lesion,515,0.071,0.66
5427,Negative for intraepithelial lesion,487,0.074,0.71
5428,Negative for intraepithelial lesion,1283,0.0511,2.07
543,Negative for intraepithelial lesion,756,0.0737,0.69
544,Negative for intraepithelial lesion,438,0.061,1.83
5444,Negative for intraepithelial lesion,7537,0.0491,1.1
5445,Negative for intraepithelial lesion,1137,0.071,0.5
5446,Negative for intraepithelial lesion,952,0.0704,0.62
5447,Negative for intraepithelial lesion,7145,0.0171,1.26
5448,Negative for intraepithelial lesion,7634,0.0512,1.01
545,Negative for intraepithelial lesion,1102,0.0717,0.82
5451,Negative for intraepithelial lesion,28175,0.043,1.69
5452,Negative for intraepithelial lesion,21931,0.0375,4.75
5453,Negative for intraepithelial lesion,34345,0.0633,1.54
5454,Negative for intraepithelial lesion,13965,0.027,20.89
5455,Negative for intraepithelial lesion,10268,0.0078,1.45
5456,Negative for intraepithelial lesion,4391,0.0165,1.04
5457,Negative for intraepithelial lesion,3204,0.0238,1.59
5458,Negative for intraepithelial lesion,4927,0.0135,1.57
5459,Negative for intraepithelial lesion,2932,0.0392,1.79
546,Negative for intraepithelial lesion,26703,0.0382,1.08
5460,Negative for intraepithelial lesion,2860,0.0391,1.81
5461,Negative for intraepithelial lesion,2146,0.0327,2.02
5462,Negative for intraepithelial lesion,1551,0.0321,1.27
5463,Negative for intraepithelial lesion,10210,0.0118,1.28
547,Negative for intraepithelial lesion,812,0.0738,0.63
5470,Negative for intraepithelial lesion,999,0.0357,2.11
5471,Negative for intraepithelial lesion,5088,0.0169,1.31
5472,Negative for intraepithelial lesion,16264,0.0102,0.46
5473,Negative for intraepithelial lesion,522,0.0664,1.19
5474,Negative for intraepithelial lesion,3585,0.0143,1.03
5475,Negative for intraepithelial lesion,625,0.0597,1.49
5476,Negative for intraepithelial lesion,1880,0.0234,2.36
5477,Negative for intraepithelial lesion,10913,0.0102,0.87
5478,Negative for intraepithelial lesion,3799,0.0259,0.9
5479,Negative for intraepithelial lesion,2334,0.0431,0.7
548,Negative for intraepithelial lesion,713,0.0704,1.16
5480,Negative for intraepithelial lesion,4550,0.0207,2.94
5481,Negative for intraepithelial lesion,18852,0.0193,1.2
5483,Negative for intraepithelial lesion,1849,0.0474,0.28
5484,Negative for intraepithelial lesion,1384,0.0699,0.82
5485,Negative for intraepithelial lesion,6559,0.0136,1.09
5486,Negative for intraepithelial lesion,1096,0.0727,0.33
5487,Negative for intraepithelial lesion,867,0.0671,1.04
5488,Negative for intraepithelial lesion,2427,0.0314,1.84
5489,Negative for intraepithelial lesion,1629,0.072,0.35
549,Negative for intraepithelial lesion,706,0.0708,0.88
5490,Negative for intraepithelial lesion,17092,0.0104,0.66
5491,Negative for intraepithelial lesion,3292,0.0229,1.2
5495,Negative for intraepithelial lesion,3069,0.0238,3.39
5496,Negative for intraepithelial lesion,315,0.0567,2.46
5497,Negative for intraepithelial lesion,720,0.0615,1.87
5498,Negative for intraepithelial lesion,1289,0.0314,2.25
550,Negative for intraepithelial lesion,807,0.0722,0.85
551,Negative for intraepithelial lesion,1276,0.0647,0.63
5528,Negative for intraepithelial lesion,350,0.0715,0.8
5529,Negative for intraepithelial lesion,228,0.0757,0.59
5530,Negative for intraepithelial lesion,1126,0.0674,0.66
5531,Negative for intraepithelial lesion,452,0.0679,1.45
5532,Negative for intraepithelial lesion,452,0.0679,1.45
5533,Negative for intraepithelial lesion,1338,0.0542,1.22
5534,Negative for intraepithelial lesion,904,0.0653,1.12
5545,Negative for intraepithelial lesion,1098,0.0708,0.54
5546,Negative for intraepithelial lesion,2812,0.0486,0.48
5551,Negative for intraepithelial lesion,431,0.0686,1.59
5552,Negative for intraepithelial lesion,404,0.0573,2.33
5553,Negative for intraepithelial lesion,617,0.0625,1.14
5554,Negative for intraepithelial lesion,471,0.0689,1.37
5555,Negative for intraepithelial lesion,1174,0.048,0.88
5565,Negative for intraepithelial lesion,711,0.0645,1.21
5566,Negative for intraepithelial lesion,448,0.0598,2.16
5567,Negative for intraepithelial lesion,928,0.0725,0.69
5568,Negative for intraepithelial lesion,1306,0.0568,1.22
5569,Negative for intraepithelial lesion,1291,0.0397,1.4
5570,Negative for intraepithelial lesion,3031,0.0362,1.38
560,Negative for intraepithelial lesion,774,0.0666,1.4
5600,Negative for intraepithelial lesion,1181,0.0699,1.09
5601,Negative for intraepithelial lesion,645,0.0663,1.39
5602,Negative for intraepithelial lesion,535,0.073,0.73
5604,Negative for intraepithelial lesion,32400,0.0625,-
5605,Negative for intraepithelial lesion,836,0.0705,0.87
5606,Negative for intraepithelial lesion,665,0.0734,0.4
5607,Negative for intraepithelial lesion,767,0.0713,1.04
5608,Negative for intraepithelial lesion,551,0.0692,1.01
5609,Negative for intraepithelial lesion,442,0.0603,2.09
561,Negative for intraepithelial lesion,26647,0.0123,0.87
5610,Negative for intraepithelial lesion,943,0.0273,1.94
5611,Negative for intraepithelial lesion,701,0.0734,0.81
5612,Negative for intraepithelial lesion,736,0.0726,0.89
5613,Negative for intraepithelial lesion,578,0.069,0.98
5614,Negative for intraepithelial lesion,526,0.0732,0.67
5619,Negative for intraepithelial lesion,1107,0.0724,0.77
562,Negative for intraepithelial lesion,277,0.0777,0.77
5620,Negative for intraepithelial lesion,643,0.0757,0.33
5621,Negative for intraepithelial lesion,885,0.0703,0.7
5622,Negative for intraepithelial lesion,3038,0.0207,1.83
5623,Negative for intraepithelial lesion,1024,0.0708,0.89
5624,Negative for intraepithelial lesion,749,0.0706,0.74
5626,Negative for intraepithelial lesion,25414,0.0428,0.93
5627,Negative for intraepithelial lesion,522,0.0732,0.89
5628,Negative for intraepithelial lesion,476,0.0762,0.35
5629,Negative for intraepithelial lesion,2457,0.0262,0.96
563,Negative for intraepithelial lesion,11465,0.0068,0.46
5630,Negative for intraepithelial lesion,877,0.0728,0.87
5631,Negative for intraepithelial lesion,713,0.0551,1.09
5632,Negative for intraepithelial lesion,1301,0.0713,0.66
5636,Negative for intraepithelial lesion,1053,0.0382,2.1
5637,Negative for intraepithelial lesion,1461,0.02,0.71
5638,Negative for intraepithelial lesion,928,0.0638,1.0
5639,Negative for intraepithelial lesion,15084,0.0339,1.3
564,Negative for intraepithelial lesion,628,0.0597,1.22
5641,Negative for intraepithelial lesion,345,0.0594,1.31
5642,Negative for intraepithelial lesion,795,0.0282,1.83
5643,Negative for intraepithelial lesion,2156,0.0184,2.91
5644,Negative for intraepithelial lesion,728,0.064,1.4
5645,Negative for intraepithelial lesion,353,0.07,0.39
5646,Negative for intraepithelial lesion,347,0.077,0.57
5647,Negative for intraepithelial lesion,732,0.068,1.04
5649,Negative for intraepithelial lesion,17421,0.0591,0.98
565,Negative for intraepithelial lesion,511,0.068,1.36
5650,Negative for intraepithelial lesion,1188,0.0701,0.53
5651,Negative for intraepithelial lesion,27732,0.0333,0.7
5652,Negative for intraepithelial lesion,895,0.072,0.37
5653,Negative for intraepithelial lesion,1803,0.0283,0.53
5654,Negative for intraepithelial lesion,7528,0.0112,1.11
5655,Negative for intraepithelial lesion,1999,0.0322,0.96
5656,Negative for intraepithelial lesion,569,0.0616,1.89
5657,Negative for intraepithelial lesion,870,0.0697,0.65
5658,Negative for intraepithelial lesion,997,0.0702,1.03
5659,Negative for intraepithelial lesion,783,0.067,1.27
566,Negative for intraepithelial lesion,12690,0.0142,1.54
5660,Negative for intraepithelial lesion,1650,0.0435,2.19
5662,Negative for intraepithelial lesion,471,0.0759,0.69
5663,Negative for intraepithelial lesion,874,0.071,0.71
5664,Negative for intraepithelial lesion,1537,0.0583,1.35
5665,Negative for intraepithelial lesion,1495,0.0592,1.32
567,Negative for intraepithelial lesion,1034,0.0676,1.2
5675,Negative for intraepithelial lesion,491,0.0753,0.63
5676,Negative for intraepithelial lesion,6172,0.0286,3.82
5677,Negative for intraepithelial lesion,6388,0.0141,3.11
5678,Negative for intraepithelial lesion,578,0.0693,1.33
5679,Negative for intraepithelial lesion,5609,0.0144,2.58
568,Negative for intraepithelial lesion,834,0.0521,1.37
5680,Negative for intraepithelial lesion,689,0.0581,1.38
5681,Negative for intraepithelial lesion,2441,0.0247,2.86
5682,Negative for intraepithelial lesion,13542,0.0151,0.53
5683,Negative for intraepithelial lesion,16611,0.0099,0.75
5684,Negative for intraepithelial lesion,16000,0.0069,0.63
5685,Negative for intraepithelial lesion,9625,0.0162,0.74
5686,Negative for intraepithelial lesion,690,0.0735,0.73
5687,Negative for intraepithelial lesion,14678,0.024,3.21
5688,Negative for intraepithelial lesion,10510,0.0261,0.62
5689,Negative for intraepithelial lesion,541,0.0608,1.38
569,Negative for intraepithelial lesion,881,0.054,1.62
5690,Negative for intraepithelial lesion,480,0.0736,0.57
5691,Negative for intraepithelial lesion,865,0.0726,0.91
5692,Negative for intraepithelial lesion,717,0.0712,0.88
5693,Negative for intraepithelial lesion,18471,0.0487,7.78
5694,Negative for intraepithelial lesion,18858,0.0247,1.85
5695,Negative for intraepithelial lesion,755,0.0698,0.79
5696,Negative for intraepithelial lesion,525,0.0726,0.53
5697,Negative for intraepithelial lesion,753,0.0615,0.62
5698,Negative for intraepithelial lesion,1077,0.0707,0.94
5699,Negative for intraepithelial lesion,489,0.0724,0.77
570,Negative for intraepithelial lesion,734,0.0708,1.04
5702,Negative for intraepithelial lesion,989,0.0554,0.96
5703,Negative for intraepithelial lesion,499,0.0716,0.8
5704,Negative for intraepithelial lesion,586,0.0598,1.68
5705,Negative for intraepithelial lesion,443,0.074,1.14
5706,Negative for intraepithelial lesion,622,0.0723,0.69
5707,Negative for intraepithelial lesion,11378,0.0418,0.36
5708,Negative for intraepithelial lesion,18423,0.0384,2.27
5709,Negative for intraepithelial lesion,863,0.0695,0.93
571,Negative for intraepithelial lesion,1883,0.0395,1.91
5710,Negative for intraepithelial lesion,682,0.0701,0.71
5711,Negative for intraepithelial lesion,535,0.0693,0.76
5712,Negative for intraepithelial lesion,12231,0.025,1.2
5713,Negative for intraepithelial lesion,7193,0.0252,2.55
5714,Negative for intraepithelial lesion,8470,0.0332,3.42
5715,Negative for intraepithelial lesion,6823,0.0178,1.66
5716,Negative for intraepithelial lesion,10040,0.034,0.94
572,Negative for intraepithelial lesion,11953,0.0068,1.32
5723,Negative for intraepithelial lesion,298,0.0668,1.54
5724,Negative for intraepithelial lesion,355,0.0697,0.92
5725,Negative for intraepithelial lesion,333,0.0739,1.0
5726,Negative for intraepithelial lesion,446,0.0773,0.54
5727,Negative for intraepithelial lesion,377,0.0566,1.99
5728,Negative for intraepithelial lesion,316,0.0785,0.35
5729,Negative for intraepithelial lesion,701,0.0228,2.6
573,Negative for intraepithelial lesion,737,0.0683,1.05
5732,Negative for intraepithelial lesion,15458,0.0424,1.26
5733,Negative for intraepithelial lesion,6888,0.0186,2.22
5734,Negative for intraepithelial lesion,22921,0.0399,1.58
5735,Negative for intraepithelial lesion,22131,0.0241,1.03
5736,Negative for intraepithelial lesion,23246,0.0202,0.72
5737,Negative for intraepithelial lesion,435,0.0732,0.79
5738,Negative for intraepithelial lesion,15203,0.011,0.91
5739,Negative for intraepithelial lesion,9597,0.0123,0.82
574,Negative for intraepithelial lesion,386,0.0751,0.84
5740,Negative for intraepithelial lesion,449,0.073,0.86
5741,Negative for intraepithelial lesion,21160,0.0353,1.16
5742,Negative for intraepithelial lesion,19769,0.0405,0.46
5743,Negative for intraepithelial lesion,29226,0.0403,1.08
5744,Negative for intraepithelial lesion,447,0.0411,1.3
5745,Negative for intraepithelial lesion,2489,0.0278,3.85
5746,Negative for intraepithelial lesion,538,0.0626,1.59
5747,Negative for intraepithelial lesion,8493,0.0146,2.31
5748,Negative for intraepithelial lesion,1695,0.0466,1.21
5749,Negative for intraepithelial lesion,261,0.0777,0.51
575,Negative for intraepithelial lesion,284,0.0732,1.1
5750,Negative for intraepithelial lesion,721,0.0741,0.56
5751,Negative for intraepithelial lesion,745,0.0735,0.77
5752,Negative for intraepithelial lesion,8386,0.0176,0.46
5753,Negative for intraepithelial lesion,925,0.0579,0.93
5754,Negative for intraepithelial lesion,825,0.0601,1.37
5755,Negative for intraepithelial lesion,200,0.0806,0.35
5756,Negative for intraepithelial lesion,830,0.0291,1.61
5757,Negative for intraepithelial lesion,2656,0.0195,0.72
5758,Negative for intraepithelial lesion,5943,0.0125,1.29
5759,Negative for intraepithelial lesion,461,0.0675,1.33
576,Negative for intraepithelial lesion,1977,0.0484,1.52
5760,Negative for intraepithelial lesion,6936,0.0167,0.41
5761,Negative for intraepithelial lesion,837,0.0729,0.66
5762,Negative for intraepithelial lesion,334,0.0774,0.56
5763,Negative for intraepithelial lesion,583,0.0726,0.94
5764,Negative for intraepithelial lesion,13620,0.0465,1.08
5765,Negative for intraepithelial lesion,260,0.075,0.59
5766,Negative for intraepithelial lesion,927,0.071,0.71
5767,Negative for intraepithelial lesion,274,0.0791,0.32
5768,Negative for intraepithelial lesion,628,0.0696,1.22
5769,Negative for intraepithelial lesion,253,0.0782,0.81
577,Negative for intraepithelial lesion,329,0.0696,1.07
5770,Negative for intraepithelial lesion,224,0.0693,1.41
5771,Negative for intraepithelial lesion,590,0.0759,0.41
5772,Negative for intraepithelial lesion,406,0.071,0.98
5773,Negative for intraepithelial lesion,647,0.0657,1.28
5774,Negative for intraepithelial lesion,559,0.0724,0.84
5775,Negative for intraepithelial lesion,665,0.0742,0.82
5776,Negative for intraepithelial lesion,1430,0.0422,0.56
5777,Negative for intraepithelial lesion,225,0.0795,0.62
5778,Negative for intraepithelial lesion,33039,0.0567,3.69
5779,Negative for intraepithelial lesion,573,0.0628,1.66
578,Negative for intraepithelial lesion,720,0.0724,0.95
5780,Negative for intraepithelial lesion,226,0.0791,0.64
5781,Negative for intraepithelial lesion,6597,0.0262,3.45
5782,Negative for intraepithelial lesion,264,0.0771,0.88
5783,Negative for intraepithelial lesion,21994,0.0201,1.33
5784,Negative for intraepithelial lesion,17884,0.0185,1.88
5785,Negative for intraepithelial lesion,212,0.0793,0.35
5786,Negative for intraepithelial lesion,238,0.0791,0.72
5787,Negative for intraepithelial lesion,583,0.0613,1.85
5788,Negative for intraepithelial lesion,1426,0.0463,1.66
5789,Negative for intraepithelial lesion,299,0.0659,1.45
579,Negative for intraepithelial lesion,2027,0.0369,2.17
5790,Negative for intraepithelial lesion,457,0.0737,0.62
5791,Negative for intraepithelial lesion,35343,0.0587,1.35
5792,Negative for intraepithelial lesion,236,0.073,1.24
5793,Negative for intraepithelial lesion,218,0.0787,0.57
5794,Negative for intraepithelial lesion,717,0.0736,0.47
5795,Negative for intraepithelial lesion,639,0.0708,1.01
5796,Negative for intraepithelial lesion,243,0.0663,1.72
5797,Negative for intraepithelial lesion,1179,0.0316,1.37
5798,Negative for intraepithelial lesion,290,0.0762,0.71
5799,Negative for intraepithelial lesion,334,0.0757,0.88
580,Negative for intraepithelial lesion,22222,0.0186,0.56
5800,Negative for intraepithelial lesion,28774,0.0552,3.25
5801,Negative for intraepithelial lesion,535,0.077,0.32
5802,Negative for intraepithelial lesion,206,0.0778,0.26
5803,Negative for intraepithelial lesion,509,0.0734,0.71
5804,Negative for intraepithelial lesion,23566,0.0413,1.08
5805,Negative for intraepithelial lesion,22296,0.033,0.51
5806,Negative for intraepithelial lesion,12648,0.0287,0.94
5807,Negative for intraepithelial lesion,7851,0.031,1.33
5808,Negative for intraepithelial lesion,276,0.0725,1.13
5809,Negative for intraepithelial lesion,213,0.0762,1.1
581,Negative for intraepithelial lesion,697,0.0478,0.84
5810,Negative for intraepithelial lesion,442,0.0689,1.25
5811,Negative for intraepithelial lesion,2732,0.0246,2.19
5812,Negative for intraepithelial lesion,334,0.0613,1.71
5813,Negative for intraepithelial lesion,465,0.0656,1.67
5814,Negative for intraepithelial lesion,436,0.0744,0.75
5815,Negative for intraepithelial lesion,27207,0.0109,0.77
5816,Negative for intraepithelial lesion,6201,0.0156,1.61
5817,Negative for intraepithelial lesion,813,0.0326,1.4
5818,Negative for intraepithelial lesion,10804,0.0248,1.03
5819,Negative for intraepithelial lesion,2604,0.031,1.6
582,Negative for intraepithelial lesion,8829,0.0108,1.03
5820,Negative for intraepithelial lesion,4610,0.0305,2.09
5821,Negative for intraepithelial lesion,982,0.0321,2.48
5822,Negative for intraepithelial lesion,19141,0.0207,0.94
5823,Negative for intraepithelial lesion,217,0.0791,0.57
5824,Negative for intraepithelial lesion,286,0.0751,0.75
5825,Negative for intraepithelial lesion,229,0.0761,0.51
5826,Negative for intraepithelial lesion,19746,0.0286,0.88
5827,Negative for intraepithelial lesion,18782,0.0282,2.24
5828,Negative for intraepithelial lesion,744,0.0422,1.05
5829,Negative for intraepithelial lesion,769,0.0435,1.1
583,Negative for intraepithelial lesion,396,0.0693,1.57
5830,Negative for intraepithelial lesion,108,0.0827,0.56
5831,Negative for intraepithelial lesion,307,0.0762,0.45
5832,Negative for intraepithelial lesion,447,0.0722,0.91
5833,Negative for intraepithelial lesion,237,0.0804,0.3
5834,Negative for intraepithelial lesion,285,0.0649,1.08
5835,Negative for intraepithelial lesion,159,0.0798,0.44
5836,Negative for intraepithelial lesion,182,0.0727,0.99
5837,Negative for intraepithelial lesion,306,0.074,1.23
5838,Negative for intraepithelial lesion,502,0.0689,1.34
5839,Negative for intraepithelial lesion,933,0.0648,1.14
584,Negative for intraepithelial lesion,25707,0.0072,0.32
5840,Negative for intraepithelial lesion,273,0.0751,0.64
5841,Negative for intraepithelial lesion,238,0.0736,1.32
5842,Negative for intraepithelial lesion,589,0.0707,1.01
5843,Negative for intraepithelial lesion,794,0.0725,0.72
5844,Negative for intraepithelial lesion,358,0.0708,1.08
5845,Negative for intraepithelial lesion,347,0.0709,1.07
5846,Negative for intraepithelial lesion,457,0.0695,1.35
5847,Negative for intraepithelial lesion,776,0.0702,1.13
5848,Negative for intraepithelial lesion,549,0.0735,0.96
5849,Negative for intraepithelial lesion,853,0.069,1.21
585,Negative for intraepithelial lesion,19696,0.0426,1.91
5850,Negative for intraepithelial lesion,14070,0.0082,0.76
5851,Negative for intraepithelial lesion,355,0.0775,0.58
5852,Negative for intraepithelial lesion,384,0.0601,2.08
5853,Negative for intraepithelial lesion,430,0.0607,1.86
5854,Negative for intraepithelial lesion,206,0.0785,0.49
5855,Negative for intraepithelial lesion,502,0.0588,2.35
5856,Negative for intraepithelial lesion,1256,0.0677,0.76
5857,Negative for intraepithelial lesion,1036,0.0683,0.8
5858,Negative for intraepithelial lesion,564,0.0717,0.65
5859,Negative for intraepithelial lesion,429,0.0712,1.17
586,Negative for intraepithelial lesion,2210,0.0345,2.33
5860,Negative for intraepithelial lesion,355,0.0681,1.36
5861,Negative for intraepithelial lesion,283,0.0743,0.88
5862,Negative for intraepithelial lesion,1535,0.0655,1.38
5863,Negative for intraepithelial lesion,1600,0.0647,1.43
5864,Negative for intraepithelial lesion,992,0.0612,0.62
5865,Negative for intraepithelial lesion,596,0.0712,0.89
5866,Negative for intraepithelial lesion,836,0.0739,0.85
5867,Negative for intraepithelial lesion,465,0.0729,1.02
5868,Negative for intraepithelial lesion,1375,0.0323,1.0
5869,Negative for intraepithelial lesion,2529,0.0262,1.83
5870,Negative for intraepithelial lesion,1788,0.037,1.57
5871,Negative for intraepithelial lesion,469,0.074,0.92
5872,Negative for intraepithelial lesion,1003,0.0686,0.99
5873,Negative for intraepithelial lesion,1006,0.0338,3.3
5874,Negative for intraepithelial lesion,337,0.0696,1.1
5875,Negative for intraepithelial lesion,249,0.0742,0.72
5876,Negative for intraepithelial lesion,446,0.0614,1.48
5877,Negative for intraepithelial lesion,243,0.0767,0.67
5878,Negative for intraepithelial lesion,8013,0.0181,0.58
5879,Negative for intraepithelial lesion,516,0.0518,2.35
5880,Negative for intraepithelial lesion,197,0.0805,0.65
5881,Negative for intraepithelial lesion,229,0.0801,0.44
5882,Negative for intraepithelial lesion,461,0.0583,1.51
5883,Negative for intraepithelial lesion,432,0.0707,1.16
5884,Negative for intraepithelial lesion,306,0.0735,0.85
5885,Negative for intraepithelial lesion,379,0.0732,0.87
5886,Negative for intraepithelial lesion,11878,0.0122,0.97
5887,Negative for intraepithelial lesion,15440,0.0373,0.64
5888,Negative for intraepithelial lesion,548,0.0608,1.07
5889,Negative for intraepithelial lesion,220,0.0787,0.75
5890,Negative for intraepithelial lesion,351,0.0642,1.66
5891,Negative for intraepithelial lesion,935,0.0424,1.76
5892,Negative for intraepithelial lesion,204,0.0796,0.51
5893,Negative for intraepithelial lesion,924,0.0577,1.39
5894,Negative for intraepithelial lesion,389,0.0681,1.21
5895,Negative for intraepithelial lesion,295,0.0775,0.42
5896,Negative for intraepithelial lesion,1372,0.0318,1.16
5897,Negative for intraepithelial lesion,7051,0.0223,1.46
5898,Negative for intraepithelial lesion,2653,0.0232,1.09
5899,Negative for intraepithelial lesion,676,0.0632,1.68
5900,Negative for intraepithelial lesion,5530,0.0222,0.68
5901,Negative for intraepithelial lesion,483,0.0691,1.19
5902,Negative for intraepithelial lesion,263,0.071,1.44
5903,Negative for intraepithelial lesion,505,0.0748,0.73
5904,Negative for intraepithelial lesion,224,0.0801,0.42
5905,Negative for intraepithelial lesion,434,0.0759,0.53
5906,Negative for intraepithelial lesion,2523,0.0299,1.24
5907,Negative for intraepithelial lesion,5530,0.0222,0.68
5908,Negative for intraepithelial lesion,331,0.0698,1.26
5909,Negative for intraepithelial lesion,365,0.0783,0.36
5910,Negative for intraepithelial lesion,818,0.0735,0.61
5911,Negative for intraepithelial lesion,324,0.0697,1.29
5912,Negative for intraepithelial lesion,667,0.0702,0.35
5913,Negative for intraepithelial lesion,649,0.0741,0.86
5914,Negative for intraepithelial lesion,273,0.0772,0.99
5915,Negative for intraepithelial lesion,1453,0.0312,3.21
5916,Negative for intraepithelial lesion,174,0.0736,1.09
5917,Negative for intraepithelial lesion,558,0.0704,0.9
5918,Negative for intraepithelial lesion,298,0.0748,0.75
5919,Negative for intraepithelial lesion,302,0.0639,1.71
5920,Negative for intraepithelial lesion,255,0.0751,0.71
5921,Negative for intraepithelial lesion,2259,0.0231,2.04
5922,Negative for intraepithelial lesion,245,0.078,0.52
5923,Negative for intraepithelial lesion,277,0.0762,0.7
5924,Negative for intraepithelial lesion,9871,0.0153,0.67
5925,Negative for intraepithelial lesion,5901,0.0129,1.08
5926,Negative for intraepithelial lesion,998,0.0696,0.73
5927,Negative for intraepithelial lesion,396,0.0753,0.97
5928,Negative for intraepithelial lesion,1040,0.0542,0.72
5929,Negative for intraepithelial lesion,942,0.0532,0.92
5930,Negative for intraepithelial lesion,638,0.0683,0.75
5931,Negative for intraepithelial lesion,414,0.0752,0.56
5932,Negative for intraepithelial lesion,19016,0.0135,1.79
5933,Negative for intraepithelial lesion,183,0.0793,0.6
5934,Negative for intraepithelial lesion,202,0.0778,0.4
5935,Negative for intraepithelial lesion,14250,0.0292,2.04
5936,Negative for intraepithelial lesion,26798,0.0142,0.36
5937,Negative for intraepithelial lesion,25253,0.0242,0.96
5938,Negative for intraepithelial lesion,24026,0.0463,0.73
5939,Negative for intraepithelial lesion,16940,0.0179,1.41
5940,Negative for intraepithelial lesion,978,0.0693,0.17
5941,Negative for intraepithelial lesion,688,0.0724,0.33
5942,Negative for intraepithelial lesion,257,0.0742,1.09
5943,Negative for intraepithelial lesion,24839,0.0417,1.05
5944,Negative for intraepithelial lesion,619,0.0699,0.96
5945,Negative for intraepithelial lesion,296,0.0681,1.26
5946,Negative for intraepithelial lesion,466,0.0767,0.5
